freq(Hz) real imag
1044921.8750000 116.008 63.401
1046549.4791667 95.900 98.358
1048177.0833333 77.351 59.433
1049804.6875000 112.020 66.847
1051432.2916667 91.446 80.225
1053059.8958333 92.338 69.897
1054687.5000000 83.443 60.950
1056315.1041667 117.866 48.086
1057942.7083333 113.222 96.704
1059570.3125000 80.443 72.786
1061197.9166667 101.563 76.250
1062825.5208333 71.793 71.250
1064453.1250000 102.887 46.290
1066080.7291667 101.455 79.549
1067708.3333333 90.113 59.844
1069335.9375000 101.564 70.712
1070963.5416667 92.019 57.906
1072591.1458333 119.608 72.546
1074218.7500000 83.049 92.455
1075846.3541667 82.847 59.783
1077473.9583333 88.883 71.050
1079101.5625000 83.704 53.500
1080729.1666667 101.628 62.890
1082356.7708333 85.688 63.538
1083984.3750000 98.665 55.483
1085611.9791667 94.423 66.701
1087239.5833333 92.193 60.244
1088867.1875000 89.400 59.593
1090494.7916667 98.899 50.182
1092122.3958333 99.548 68.086
1093750.0000000 84.835 49.466
1095377.6041667 114.981 47.994
1097005.2083333 105.866 70.304
1098632.8125000 103.225 63.318
1100260.4166667 98.634 74.109
1101888.0208333 89.950 60.761
1103515.6250000 101.862 61.541
1105143.2291667 99.229 66.357
1106770.8333333 97.884 73.475
1108398.4375000 80.812 69.167
1110026.0416667 88.818 54.369
1111653.6458333 91.516 60.224
1113281.2500000 93.702 55.384
1114908.8541667 93.646 65.058
1116536.4583333 83.434 56.584
1118164.0625000 89.694 52.390
1119791.6666667 88.645 44.860
1121419.2708333 107.458 45.511
1123046.8750000 101.530 60.675
1124674.4791667 101.096 56.207
1126302.0833333 93.055 65.566
1127929.6875000 89.546 43.536
1129557.2916667 112.418 55.195
1131184.8958333 93.378 62.841
1132812.5000000 103.355 54.103
1134440.1041667 92.600 67.391
1136067.7083333 92.601 46.840
1137695.3125000 103.343 62.079
1139322.9166667 87.295 52.573
1140950.5208333 109.122 51.114
1142578.1250000 95.862 68.233
1144205.7291667 92.823 54.841
1145833.3333333 93.688 60.511
1147460.9375000 91.245 51.784
1149088.5416667 95.860 57.339
1150716.1458333 89.633 50.160
1152343.7500000 101.636 53.770
1153971.3541667 87.565 57.645
1155598.9583333 96.089 44.437
1157226.5625000 97.588 56.844
1158854.1666667 92.953 49.083
1160481.7708333 96.784 54.703
1162109.3750000 90.121 46.274
1163736.9791667 104.014 49.987
1165364.5833333 88.346 54.394
1166992.1875000 100.694 37.264
1168619.7916667 107.175 58.821
1170247.3958333 90.604 53.264
1171875.0000000 97.922 48.838
1173502.6041667 95.232 47.125
1175130.2083333 106.526 47.118
1176757.8125000 100.285 58.848
1178385.4166667 97.233 51.683
1180013.0208333 98.694 58.221
1181640.6250000 89.180 53.855
1183268.2291667 94.299 48.176
1184895.8333333 95.085 51.151
1186523.4375000 92.107 50.538
1188151.0416667 92.090 45.380
1189778.6458333 96.551 46.959
1191406.2500000 91.193 45.076
1193033.8541667 100.927 39.030
1194661.4583333 101.508 50.974
1196289.0625000 95.621 44.826
1197916.6666667 101.808 48.366
1199544.2708333 93.628 46.878
1201171.8750000 102.621 42.817
1202799.4791667 97.736 51.428
1204427.0833333 95.899 40.650
1206054.6875000 105.674 43.146
1207682.2916667 106.986 48.563
1209309.8958333 103.532 57.437
1210937.5000000 93.252 52.976
1212565.1041667 96.725 51.566
1214192.7083333 86.093 48.655
1215820.3125000 96.920 33.986
1217447.9166667 104.615 46.274
1219075.5208333 100.331 44.596
1220703.1250000 103.144 50.975
1222330.7291667 94.121 45.844
1223958.3333333 106.500 45.296
1225585.9375000 96.253 54.815
1227213.5416667 97.928 43.374
1228841.1458333 98.717 52.648
1230468.7500000 95.158 40.785
1232096.3541667 110.258 52.672
1233723.9583333 87.378 59.930
1235351.5625000 90.610 40.389
1236979.1666667 97.762 47.562
1238606.7708333 94.614 47.531
1240234.3750000 89.773 49.911
1241861.9791667 87.258 35.748
1243489.5833333 103.173 38.274
1245117.1875000 97.469 45.955
1246744.7916667 99.255 44.098
1248372.3958333 94.250 47.545
1250000.0000000 96.467 41.669
1251627.6041667 94.962 48.152
1253255.2083333 92.714 39.641
1254882.8125000 98.309 47.362
1256510.4166667 85.595 41.656
1258138.0208333 99.436 36.280
1259765.6250000 90.464 46.349
1261393.2291667 92.545 29.771
1263020.8333333 102.579 40.379
1264648.4375000 95.413 37.238
1266276.0416667 104.178 42.011
1267903.6458333 90.819 43.532
1269531.2500000 100.996 33.295
1271158.8541667 100.243 47.620
1272786.4583333 92.433 39.977
1274414.0625000 95.967 41.846
1276041.6666667 90.456 35.911
1277669.2708333 100.117 34.458
1279296.8750000 96.173 38.461
1280924.4791667 100.207 34.203
1282552.0833333 100.575 40.438
1284179.6875000 97.678 39.103
1285807.2916667 95.587 37.666
1287434.8958333 102.026 32.243
1289062.5000000 103.651 45.478
1290690.1041667 91.017 37.277
1292317.7083333 105.261 35.368
1293945.3125000 94.926 43.969
1295572.9166667 99.841 31.872
1297200.5208333 101.000 45.314
1298828.1250000 92.994 33.964
1300455.7291667 105.128 40.787
1302083.3333333 87.911 40.691
1303710.9375000 101.050 26.288
1305338.5416667 104.902 40.546
1306966.1458333 101.312 39.397
1308593.7500000 96.056 45.566
1310221.3541667 92.639 30.854
1311848.9583333 106.905 40.426
1313476.5625000 88.363 41.782
1315104.1666667 101.060 29.218
1316731.7708333 97.603 43.444
1318359.3750000 96.370 29.998
1319986.9791667 103.924 44.439
1321614.5833333 85.328 37.285
1323242.1875000 100.132 28.961
1324869.7916667 94.504 37.107
1326497.3958333 98.744 26.949
1328125.0000000 101.860 35.087
1329752.6041667 102.666 29.691
1331380.2083333 107.423 42.679
1333007.8125000 91.672 38.021
1334635.4166667 104.190 31.093
1336263.0208333 100.639 41.189
1337890.6250000 101.194 35.971
1339518.2291667 99.471 45.048
1341145.8333333 91.804 36.954
1342773.4375000 99.058 38.073
1344401.0416667 91.370 40.101
1346028.6458333 91.745 34.028
1347656.2500000 91.570 31.799
1349283.8541667 96.436 28.142
1350911.4583333 99.276 30.191
1352539.0625000 104.526 33.268
1354166.6666667 96.660 43.251
1355794.2708333 90.235 30.612
1357421.8750000 100.153 33.449
1359049.4791667 91.901 32.787
1360677.0833333 102.187 29.666
1362304.6875000 94.130 39.352
1363932.2916667 95.096 26.183
1365559.8958333 100.467 37.688
1367187.5000000 89.129 28.591
1368815.1041667 106.430 28.558
1370442.7083333 94.626 41.391
1372070.3125000 93.283 28.249
1373697.9166667 97.229 34.646
1375325.5208333 91.898 29.405
1376953.1250000 97.071 29.471
1378580.7291667 95.279 26.960
1380208.3333333 103.838 29.592
1381835.9375000 96.170 36.642
1383463.5416667 95.258 29.973
1385091.1458333 95.555 32.918
1386718.7500000 93.733 28.945
1388346.3541667 94.859 29.395
1389973.9583333 96.087 24.447
1391601.5625000 102.183 31.046
1393229.1666667 92.469 30.878
1394856.7708333 100.101 24.961
1396484.3750000 98.412 33.439
1398111.9791667 96.437 28.590
1399739.5833333 96.278 33.320
1401367.1875000 91.943 25.853
1402994.7916667 100.006 28.392
1404622.3958333 92.409 28.749
1406250.0000000 100.132 24.801
1407877.6041667 94.580 32.232
1409505.2083333 95.885 21.482
1411132.8125000 101.520 31.279
1412760.4166667 91.861 26.958
1414388.0208333 99.780 25.458
1416015.6250000 94.014 26.190
1417643.2291667 103.873 21.695
1419270.8333333 100.488 34.192
1420898.4375000 96.720 25.519
1422526.0416667 102.067 33.924
1424153.6458333 88.913 31.101
1425781.2500000 95.807 23.263
1427408.8541667 95.912 26.061
1429036.4583333 100.487 24.827
1430664.0625000 96.419 31.941
1432291.6666667 94.102 23.253
1433919.2708333 101.635 27.405
1435546.8750000 96.817 31.078
1437174.4791667 93.432 31.973
1438802.0833333 87.950 24.498
1440429.6875000 97.976 22.379
1442057.2916667 91.673 28.054
1443684.8958333 95.181 18.497
1445312.5000000 97.404 27.757
1446940.1041667 92.051 18.811
1448567.7083333 104.059 24.096
1450195.3125000 91.832 27.370
1451822.9166667 100.218 19.717
1453450.5208333 95.282 30.704
1455078.1250000 93.318 17.174
1456705.7291667 103.373 26.493
1458333.3333333 92.105 25.383
1459960.9375000 100.280 23.428
1461588.5416667 91.328 28.075
1463216.1458333 95.740 17.636
1464843.7500000 97.496 26.266
1466471.3541667 93.969 18.884
1468098.9583333 101.977 23.999
1469726.5625000 94.203 25.430
1471354.1666667 97.665 23.822
1472981.7708333 91.258 24.753
1474609.3750000 96.778 17.453
1476236.9791667 97.104 25.086
1477864.5833333 95.476 18.747
1479492.1875000 100.711 26.444
1481119.7916667 88.817 24.416
1482747.3958333 96.138 16.755
1484375.0000000 96.369 22.222
1486002.6041667 97.113 19.588
1487630.2083333 96.505 24.188
1489257.8125000 93.727 19.991
1490885.4166667 96.694 21.971
1492513.0208333 92.090 20.953
1494140.6250000 93.736 17.696
1495768.2291667 94.525 15.059
1497395.8333333 100.748 15.633
1499023.4375000 99.081 18.814
1500651.0416667 104.069 19.101
1502278.6458333 97.322 29.310
1503906.2500000 90.698 16.785
1505533.8541667 101.209 19.249
1507161.4583333 93.761 19.623
1508789.0625000 102.929 17.098
1510416.6666667 95.218 25.428
1512044.2708333 98.591 12.810
1513671.8750000 105.022 28.481
1515299.4791667 87.641 22.604
1516927.0833333 101.448 14.973
1518554.6875000 97.835 26.608
1520182.2916667 94.678 20.135
1521809.8958333 96.043 23.336
1523437.5000000 92.835 20.357
1525065.1041667 93.536 19.903
1526692.7083333 94.824 15.506
1528320.3125000 98.968 22.171
1529947.9166667 88.610 18.525
1531575.5208333 100.694 12.381
1533203.1250000 96.534 25.008
1534830.7291667 92.033 13.304
1536458.3333333 102.061 17.501
1538085.9375000 97.036 19.496
1539713.5416667 100.698 21.204
1541341.1458333 93.384 23.168
1542968.7500000 96.740 18.692
1544596.3541667 92.185 23.373
1546223.9583333 92.606 12.642
1547851.5625000 101.146 18.586
1549479.1666667 97.123 20.317
1551106.7708333 98.764 25.841
1552734.3750000 84.948 24.209
1554361.9791667 91.893 11.978
1555989.5833333 94.079 19.623
1557617.1875000 91.458 13.403
1559244.7916667 96.847 15.962
1560872.3958333 94.753 14.258
1562500.0000000 100.311 17.449
1564127.6041667 93.687 18.765
1565755.2083333 99.359 15.170
1567382.8125000 96.693 21.208
1569010.4166667 99.130 16.645
1570638.0208333 98.004 27.994
1572265.6250000 87.390 18.675
1573893.2291667 99.155 18.420
1575520.8333333 90.199 23.990
1577148.4375000 93.667 16.506
1578776.0416667 91.367 22.675
1580403.6458333 92.063 13.466
1582031.2500000 97.842 23.798
1583658.8541667 85.355 19.401
1585286.4583333 96.871 14.726
1586914.0625000 92.006 24.593
1588541.6666667 89.146 17.967
1590169.2708333 89.651 19.201
1591796.8750000 91.448 14.137
1593424.4791667 94.993 21.667
1595052.0833333 86.873 18.917
1596679.6875000 93.138 16.887
1598307.2916667 89.498 19.741
1599934.8958333 93.303 17.765
1601562.5000000 88.525 23.698
1603190.1041667 88.552 15.815
1604817.7083333 91.393 24.498
1606445.3125000 80.621 19.156
1608072.9166667 88.569 15.387
1609700.5208333 83.978 17.252
1611328.1250000 91.165 11.960
1612955.7291667 89.905 21.977
1614583.3333333 86.773 15.818
1616210.9375000 89.468 22.661
1617838.5416667 80.034 16.232
1619466.1458333 92.339 14.207
1621093.7500000 85.558 22.710
1622721.3541667 88.370 15.423
1624348.9583333 88.132 27.561
1625976.5625000 76.854 20.336
1627604.1666667 84.199 18.198
1629231.7708333 79.106 20.271
1630859.3750000 81.836 16.189
1632486.9791667 81.379 18.659
1634114.5833333 84.098 18.249
1635742.1875000 79.502 25.638
1637369.7916667 74.122 17.318
1638997.3958333 81.409 19.570
1640625.0000000 74.588 23.173
1642252.6041667 74.368 19.952
1643880.2083333 72.079 21.069
1645507.8125000 73.216 19.922
1647135.4166667 68.687 25.645
1648763.0208333 61.774 19.696
1650390.6250000 63.872 17.705
1652018.2291667 61.914 18.182
1653645.8333333 58.063 20.959
1655273.4375000 47.775 14.347
1656901.0416667 53.578 7.267
1658528.6458333 46.687 12.466
1660156.2500000 41.450 -3.245
1661783.8541667 51.710 -3.227
1663411.4583333 41.333 -2.127
1665039.0625000 40.173 -16.954
